billboard_position,song_name,artist,year,genre,genres,song_popularity,song_type
94,American Honey,Lady Antebellum,2010,contemporary country,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",40.0,Solo
95,King of Anything,Sara Bareilles,2010,acoustic pop,"['acoustic pop', 'dance pop', 'folk-pop', 'lilith', 'neo mellow', 'pop', 'pop rock']",61.0,Solo
96,Life After You,Daughtry,2010,alternative metal,"['alternative metal', 'neo mellow', 'nu metal', 'pop rock', 'post-grunge']",53.0,Solo
97,Smile,Uncle Kracker,2010,contemporary country,"['contemporary country', 'country', 'country road', 'pop rock', 'post-grunge']",60.0,Solo
97,Smile,Uncle Kracker,2010,contemporary country,"['contemporary country', 'country', 'country road', 'pop rock', 'post-grunge']",64.0,Solo
97,Smile,Uncle Kracker,2010,contemporary country,"['contemporary country', 'country', 'country road', 'pop rock', 'post-grunge']",65.0,Solo
97,Smile,Uncle Kracker,2010,contemporary country,"['contemporary country', 'country', 'country road', 'pop rock', 'post-grunge']",32.0,Solo
97,Smile,Uncle Kracker,2010,contemporary country,"['contemporary country', 'country', 'country road', 'pop rock', 'post-grunge']",41.0,Solo
97,Smile,Uncle Kracker,2010,contemporary country,"['contemporary country', 'country', 'country road', 'pop rock', 'post-grunge']",59.0,Collaboration
97,Smile,Uncle Kracker,2010,contemporary country,"['contemporary country', 'country', 'country road', 'pop rock', 'post-grunge']",0.0,Collaboration
98,Teach Me How to Dougie,Cali Swag District,2010,pop rap,['pop rap'],61.0,Solo
99,Try Sleeping with a Broken Heart,Alicia Keys,2010,hip pop,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",59.0,Solo
100,"Lover, Lover",Jerrod Niemann,2010,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",58.0,Solo
1,Rolling in the Deep,Adele,2011,british soul,"['british soul', 'pop', 'uk pop']",72.0,Solo
2,Party Rock Anthem,LMFAO,2011,dance pop,"['dance pop', 'pop', 'pop rap']",,
2,Party Rock Anthem,Lauren Bennett,2011,-,[],,
2,Party Rock Anthem,GoonRock,2011,-,[],,
3,Firework,Katy Perry,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",71.0,Solo
4,E.T.,Katy Perry,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
4,E.T.,Kanye West,2011,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",,
5,Give Me Everything,Pitbull,2011,dance pop,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",,
5,Give Me Everything,Ne-Yo,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,
5,Give Me Everything,Afrojack,2011,big room,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",,
5,Give Me Everything,Nayer,2011,deep dance pop,['deep dance pop'],,
6,Grenade,Bruno Mars,2011,pop,"['pop', 'post-teen pop']",72.0,Solo
7,F**K You (Forget You),CeeLo Green,2011,atl hip hop,['atl hip hop'],,
8,Super Bass,Nicki Minaj,2011,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",67.0,Solo
9,Moves like Jagger,Maroon 5,2011,pop,['pop'],,
9,Moves like Jagger,Christina Aguilera,2011,dance pop,"['dance pop', 'europop', 'pop', 'post-teen pop', 'uk pop']",,
10,Just Can't Get Enough,The Black Eyed Peas,2011,dance pop,"['dance pop', 'pop', 'pop rap']",,
11,On the Floor,Jennifer Lopez,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",,
11,On the Floor,Pitbull,2011,dance pop,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",,
12,S&M,Rihanna,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",,
13,Pumped Up Kicks,Foster the People,2011,indie pop,"['indie pop', 'indietronica', 'modern rock', 'pop', 'rock']",81.0,Solo
14,Last Friday Night (T.G.I.F.),Katy Perry,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",72.0,Solo
15,Just the Way You Are,Bruno Mars,2011,pop,"['pop', 'post-teen pop']",74.0,Solo
15,Just the Way You Are,Bruno Mars,2011,pop,"['pop', 'post-teen pop']",65.0,Solo
16,Tonight (I'm Lovin' You),Enrique Iglesias,2011,dance pop,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",,
16,Tonight (I'm Lovin' You),Ludacris,2011,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
16,Tonight (I'm Lovin' You),DJ Frank E,2011,-,[],,
17,Raise Your Glass,Pink,2011,,,72.0,Solo
18,Born This Way,Lady Gaga,2011,dance pop,"['dance pop', 'pop']",69.0,Solo
20,What's My Name?,Rihanna,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",65.0,Collaboration
20,What's My Name?,Drake,2011,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",65.0,Collaboration
21,Look at Me Now,Chris Brown,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
21,Look at Me Now,Lil Wayne,2011,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",,
21,Look at Me Now,Busta Rhymes,2011,east coast hip hop,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap']",,
22,Down on Me,Jeremih,2011,chicago rap,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",40.0,Collaboration
22,Down on Me,50 Cent,2011,east coast hip hop,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",40.0,Collaboration
23,How to Love,Lil Wayne,2011,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",59.0,Solo
24,Someone Like You,Adele,2011,british soul,"['british soul', 'pop', 'uk pop']",75.0,Solo
24,Someone Like You,Adele,2011,british soul,"['british soul', 'pop', 'uk pop']",27.0,Solo
24,Someone Like You,Adele,2011,british soul,"['british soul', 'pop', 'uk pop']",4.0,Solo
25,Good Life,OneRepublic,2011,dance pop,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']",68.0,Solo
25,Good Life,OneRepublic,2011,dance pop,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']",51.0,Solo
25,Good Life,OneRepublic,2011,dance pop,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']",68.0,Collaboration
26,The Lazy Song,Bruno Mars,2011,pop,"['pop', 'post-teen pop']",71.0,Solo
27,Till the World Ends,Britney Spears,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
28,The Show Goes On,Lupe Fiasco,2011,chicago rap,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",67.0,Solo
29,The Edge of Glory,Lady Gaga,2011,dance pop,"['dance pop', 'pop']",64.0,Solo
30,We R Who We R,Kesha,2011,dance pop,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",67.0,Solo
31,Black and Yellow,Wiz Khalifa,2011,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",72.0,Solo
32,Tonight Tonight,Hot Chelle Rae,2011,dance pop,"['dance pop', 'neo mellow', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",70.0,Solo
32,Tonight Tonight,Hot Chelle Rae,2011,dance pop,"['dance pop', 'neo mellow', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",24.0,Solo
33,Blow,Kesha,2011,dance pop,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",60.0,Solo
34,Lighters,Bad Meets Evil,2011,detroit hip hop,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",,
34,Lighters,Bruno Mars,2011,pop,"['pop', 'post-teen pop']",,
35,If I Die Young,The Band Perry,2011,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",62.0,Solo
36,Stereo Hearts,Gym Class Heroes,2011,dance pop,"['dance pop', 'emo', 'pop', 'pop punk', 'pop rap']",,
36,Stereo Hearts,Adam Levine,2011,pop rock,['pop rock'],,
37,The Time (Dirty Bit),The Black Eyed Peas,2011,dance pop,"['dance pop', 'pop', 'pop rap']",65.0,Solo
38,Coming Home,Diddy – Dirty Money,2011,,,49.0,Solo
38,Coming Home,Skylar Grey,2011,piano rock,"['piano rock', 'viral pop']",49.0,Solo
39,Hey Baby (Drop It to the Floor),Pitbull,2011,dance pop,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",,
39,Hey Baby (Drop It to the Floor),T-Pain,2011,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",,
40,Only Girl (In the World),Rihanna,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",69.0,Solo
41,6 Foot 7 Foot,Lil Wayne,2011,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",0.0,Solo
41,6 Foot 7 Foot,Cory Gunz,2011,nyc rap,['nyc rap'],0.0,Solo
42,Just a Kiss,Lady Antebellum,2011,contemporary country,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",51.0,Solo
43,Dirt Road Anthem,Jason Aldean,2011,contemporary country,"['contemporary country', 'country', 'country road']",51.0,Solo
44,Dynamite,Taio Cruz,2011,dance pop,"['dance pop', 'edm', 'pop', 'pop rap']",73.0,Solo
44,Dynamite,Taio Cruz,2011,dance pop,"['dance pop', 'edm', 'pop', 'pop rap']",26.0,Solo
45,No Hands,Waka Flocka Flame,2011,atl hip hop,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
45,No Hands,Wale,2011,dance pop,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",,
45,No Hands,Roscoe Dash,2011,atl hip hop,"['atl hip hop', 'southern hip hop', 'trap music']",,
46,I Wanna Go,Britney Spears,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",61.0,Solo
47,I'm on One,DJ Khaled,2011,hip hop,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
47,I'm on One,Drake,2011,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
47,I'm on One,Rick Ross,2011,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
47,I'm on One,Lil Wayne,2011,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",,
48,You Make Me Feel...,Cobra Starship,2011,dance pop,"['dance pop', 'emo', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'post-teen pop']",,
48,You Make Me Feel...,Sabi,2011,,,,
49,Yeah 3x,Chris Brown,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",65.0,Solo
50,Moment 4 Life,Nicki Minaj,2011,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",,
50,Moment 4 Life,Drake,2011,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
51,I Need a Doctor,Dr. Dre,2011,g funk,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",,
51,I Need a Doctor,Eminem,2011,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",,
51,I Need a Doctor,Skylar Grey,2011,piano rock,"['piano rock', 'viral pop']",,
52,Just a Dream,Nelly,2011,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",53.0,Solo
53,Motivation,Kelly Rowland,2011,atl hip hop,"['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",,
53,Motivation,Lil Wayne,2011,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",,
54,Stereo Love,Edward Maya,2011,romanian pop,['romanian pop'],,
54,Stereo Love,Vika Jigulina,2011,latin,['latin'],,
55,Jar of Hearts,Christina Perri,2011,dance pop,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",71.0,Solo
56,Roll Up,Wiz Khalifa,2011,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",63.0,Solo
57,Sexy and I Know It,LMFAO,2011,dance pop,"['dance pop', 'pop', 'pop rap']",63.0,Solo
58,Rocketeer,Far East Movement,2011,dance pop,"['dance pop', 'edm', 'pop', 'pop rap']",,
58,Rocketeer,Ryan Tedder,2011,,,,
59,All of the Lights,Kanye West,2011,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",72.0,Solo
60,Hold It Against Me,Britney Spears,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",56.0,Solo
61,More,Usher,2011,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",18.0,Solo
62,What the Hell,Avril Lavigne,2011,canadian pop,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",70.0,Solo
63,Written in the Stars,Tinie Tempah,2011,dance pop,"['dance pop', 'grime', 'house', 'pop', 'pop rap', 'tropical house', 'uk pop']",,
63,Written in the Stars,Eric Turner,2011,-,[],,
64,Bottoms Up,Trey Songz,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']",50.0,Solo
64,Bottoms Up,Nicki Minaj,2011,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",50.0,Solo
65,DJ Got Us Fallin' in Love,Usher,2011,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,
65,DJ Got Us Fallin' in Love,Pitbull,2011,dance pop,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",,
66,For the First Time,The Script,2011,celtic rock,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']",64.0,Solo
66,For the First Time,The Script,2011,celtic rock,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']",66.0,Solo
67,Honey Bee,Blake Shelton,2011,contemporary country,"['contemporary country', 'country', 'country road']",48.0,Solo
68,Don't You Wanna Stay,Jason Aldean,2011,contemporary country,"['contemporary country', 'country', 'country road']",,
68,Don't You Wanna Stay,Kelly Clarkson,2011,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",,
69,We Found Love,Rihanna,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",3.0,Solo
69,We Found Love,Calvin Harris,2011,edm,"['edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",3.0,Solo
70,Pretty Girl Rock,Keri Hilson,2011,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",63.0,Solo
71,Yoü and I,Lady Gaga,2011,dance pop,"['dance pop', 'pop']",,
72,Like a G6,Far East Movement,2011,dance pop,"['dance pop', 'edm', 'pop', 'pop rap']",67.0,Collaboration
72,Like a G6,The Cataracs,2011,-,[],67.0,Collaboration
72,Like a G6,Dev,2011,dance pop,"['dance pop', 'electropop', 'post-teen pop']",67.0,Collaboration
73,Without You,David Guetta,2011,dance pop,"['dance pop', 'edm', 'pop']",30.0,Solo
73,Without You,David Guetta,2011,dance pop,"['dance pop', 'edm', 'pop']",54.0,Solo
73,Without You,David Guetta,2011,dance pop,"['dance pop', 'edm', 'pop']",45.0,Solo
73,Without You,David Guetta,2011,dance pop,"['dance pop', 'edm', 'pop']",53.0,Solo
73,Without You,David Guetta,2011,dance pop,"['dance pop', 'edm', 'pop']",62.0,Solo
73,Without You,Usher,2011,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",30.0,Solo
73,Without You,Usher,2011,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",54.0,Solo
73,Without You,Usher,2011,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",45.0,Solo
73,Without You,Usher,2011,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",53.0,Solo
73,Without You,Usher,2011,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",62.0,Solo
74,Back to December,Taylor Swift,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",64.0,Solo
75,Teenage Dream,Katy Perry,2011,dance pop,"['dance pop', 'pop', 'post-teen pop']",67.0,Solo
76,Crazy Girl,Eli Young Band,2011,contemporary country,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'outlaw country', 'texas country']",66.0,Solo
77,Cheers (Drink to That),Rihanna,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",55.0,Solo
78,Who Says,Selena Gomez & the Scene,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",71.0,Solo
78,Who Says,Selena Gomez & the Scene,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",67.0,Solo
78,Who Says,Selena Gomez & the Scene,2011,dance pop,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",21.0,Solo
79,Barefoot Blue Jean Night,Jake Owen,2011,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",69.0,Solo
80,Knee Deep,Zac Brown Band,2011,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
80,Knee Deep,Jimmy Buffett,2011,folk rock,"['folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",,
81,Country Girl (Shake It for Me),Luke Bryan,2011,contemporary country,"['contemporary country', 'country', 'country road']",71.0,Solo
82,Remind Me,Brad Paisley,2011,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
82,Remind Me,Carrie Underwood,2011,contemporary country,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",,
83,In the Dark,Dev,2011,dance pop,"['dance pop', 'electropop', 'post-teen pop']",46.0,Solo
84,Backseat,New Boyz,2011,dance pop,"['dance pop', 'pop rap', 'southern hip hop']",,
84,Backseat,The Cataracs,2011,-,[],,
84,Backseat,Dev,2011,dance pop,"['dance pop', 'electropop', 'post-teen pop']",,
85,Headlines,Drake,2011,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",70.0,Solo
85,Headlines,Drake,2011,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.0,Solo
86,Best Thing I Never Had,Beyoncé,2011,dance pop,"['dance pop', 'pop', 'r&b']",69.0,Solo
87,Don't Wanna Go Home,Jason Derulo,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",61.0,Solo
88,Where Them Girls At,David Guetta,2011,dance pop,"['dance pop', 'edm', 'pop']",,
88,Where Them Girls At,Flo Rida,2011,dance pop,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",,
88,Where Them Girls At,Nicki Minaj,2011,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",,
89,She Ain't You,Chris Brown,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",55.0,Solo
90,Take a Back Road,Rodney Atkins,2011,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66.0,Solo
91,Please Don't Go,Mike Posner,2011,dance pop,"['dance pop', 'pop', 'pop rap']",60.0,Solo
91,Please Don't Go,Mike Posner,2011,dance pop,"['dance pop', 'pop', 'pop rap']",27.0,Solo
91,Please Don't Go,Mike Posner,2011,dance pop,"['dance pop', 'pop', 'pop rap']",37.0,Solo
91,Please Don't Go,Mike Posner,2011,dance pop,"['dance pop', 'pop', 'pop rap']",35.0,Solo
91,Please Don't Go,Mike Posner,2011,dance pop,"['dance pop', 'pop', 'pop rap']",50.0,Solo
91,Please Don't Go,Mike Posner,2011,dance pop,"['dance pop', 'pop', 'pop rap']",52.0,Solo
92,Sure Thing,Miguel,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",71.0,Solo
93,Price Tag,Jessie J,2011,australian pop,"['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop']",,
93,Price Tag,B.o.B,2011,atl hip hop,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",,
94,God Gave Me You,Blake Shelton,2011,contemporary country,"['contemporary country', 'country', 'country road']",47.0,Solo
95,She Will,Lil Wayne,2011,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",,
95,She Will,Drake,2011,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
96,Are You Gonna Kiss Me or Not,Thompson Square,2011,contemporary country,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",61.0,Solo
97,Animal,Neon Trees,2011,indie pop,"['indie pop', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']",60.0,Solo
97,Animal,Neon Trees,2011,indie pop,"['indie pop', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']",59.0,Solo
98,You and Tequila,Kenny Chesney,2011,contemporary country,"['contemporary country', 'country', 'country road']",,
98,You and Tequila,Grace Potter,2011,-,[],,
99,Colder Weather,Zac Brown Band,2011,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",52.0,Solo
100,My Last,Big Sean,2011,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
100,My Last,Chris Brown,2011,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
1,Somebody That I Used to Know,Gotye,2012,australian pop,['australian pop'],4.0,Solo
1,Somebody That I Used to Know,Kimbra,2012,bergen indie,"['bergen indie', 'electropop', 'folk-pop', 'indietronica', 'nz pop']",4.0,Solo
2,Call Me Maybe,Carly Rae Jepsen,2012,canadian pop,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",72.0,Solo
3,We Are Young,Fun,2012,,,6.0,Solo
3,We Are Young,Janelle Monáe,2012,alternative r&b,"['alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b']",6.0,Solo
4,Payphone,Maroon 5,2012,pop,['pop'],,
4,Payphone,Wiz Khalifa,2012,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
5,Lights,Ellie Goulding,2012,dance pop,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",58.0,Solo
6,Glad You Came,The Wanted,2012,boy band,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",70.0,Solo
7,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",70.0,Solo
8,We Found Love,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",3.0,Solo
8,We Found Love,Calvin Harris,2012,edm,"['edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",3.0,Solo
9,Starships,Nicki Minaj,2012,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",68.0,Solo
10,What Makes You Beautiful,One Direction,2012,boy band,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",69.0,Solo
11,Wild Ones,Flo Rida,2012,dance pop,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",,
11,Wild Ones,Sia,2012,australian dance,"['australian dance', 'australian pop', 'pop']",,
12,Set Fire to the Rain,Adele,2012,british soul,"['british soul', 'pop', 'uk pop']",72.0,Solo
13,Sexy and I Know It,LMFAO,2012,dance pop,"['dance pop', 'pop', 'pop rap']",63.0,Solo
14,Some Nights,Fun,2012,,,68.0,Solo
15,Wide Awake,Katy Perry,2012,dance pop,"['dance pop', 'pop', 'post-teen pop']",65.0,Solo
16,Good Feeling,Flo Rida,2012,dance pop,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",69.0,Solo
17,Whistle,Flo Rida,2012,dance pop,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",72.0,Solo
18,One More Night,Maroon 5,2012,pop,['pop'],68.0,Solo
18,One More Night,Maroon 5,2012,pop,['pop'],21.0,Solo
18,One More Night,Maroon 5,2012,pop,['pop'],40.0,Solo
19,Drive By,Train,2012,neo mellow,"['neo mellow', 'pop', 'pop rock']",70.0,Solo
20,The Motto,Drake,2012,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
20,The Motto,Lil Wayne,2012,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",,
21,Where Have You Been,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",65.0,Solo
22,Everybody Talks,Neon Trees,2012,indie pop,"['indie pop', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']",69.0,Solo
23,Take Care,Drake,2012,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
23,Take Care,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",,
24,Titanium,David Guetta,2012,dance pop,"['dance pop', 'edm', 'pop']",,
24,Titanium,Sia,2012,australian dance,"['australian dance', 'australian pop', 'pop']",,
25,I Won't Give Up,Jason Mraz,2012,acoustic pop,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",66.0,Solo
25,I Won't Give Up,Jason Mraz,2012,acoustic pop,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",42.0,Solo
26,It Will Rain,Bruno Mars,2012,pop,"['pop', 'post-teen pop']",66.0,Solo
27,Mercy,Kanye West,2012,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",70.0,Solo
27,Mercy,Kanye West,2012,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",79.0,Solo
27,Mercy,Kanye West,2012,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",68.0,Collaboration
