billboard_position,song_name,artist,year,genre,genres,song_popularity,song_type
11,Butter,BTS,2021,k-pop,"['k-pop', 'k-pop boy group']",,
12,Stay,The Kid Laroi,2021,,,77.0,Solo
12,Stay,The Kid Laroi,2021,,,44.0,Solo
12,Stay,The Kid Laroi,2021,,,54.0,Solo
12,Stay,The Kid Laroi,2021,,,33.0,Solo
12,Stay,The Kid Laroi,2021,,,38.0,Collaboration
12,Stay,The Kid Laroi,2021,,,37.0,Solo
12,Stay,The Kid Laroi,2021,,,30.0,Collaboration
12,Stay,The Kid Laroi,2021,,,30.0,Solo
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",77.0,Solo
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",44.0,Solo
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",54.0,Solo
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",33.0,Solo
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",38.0,Collaboration
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",37.0,Solo
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",30.0,Collaboration
12,Stay,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",30.0,Solo
13,Deja Vu,Olivia Rodrigo,2021,,,68.0,Solo
13,Deja Vu,Olivia Rodrigo,2021,,,38.0,Solo
14,Positions,Ariana Grande,2021,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
15,Bad Habits,Ed Sheeran,2021,pop,"['pop', 'uk pop']",,
16,Heat Waves,Glass Animals,2021,gauze pop,"['gauze pop', 'indietronica', 'modern rock', 'shiver pop']",,
17,Without You,The Kid Laroi,2021,,,30.0,Solo
17,Without You,The Kid Laroi,2021,,,54.0,Solo
17,Without You,The Kid Laroi,2021,,,45.0,Solo
17,Without You,The Kid Laroi,2021,,,53.0,Solo
17,Without You,The Kid Laroi,2021,,,62.0,Solo
18,Forever After All,Luke Combs,2021,contemporary country,"['contemporary country', 'country road']",,
19,Go Crazy,Chris Brown,2021,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
19,Go Crazy,Young Thug,2021,atl hip hop,"['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']",,
20,Astronaut in the Ocean,Masked Wolf,2021,,,,
21,34+35,Ariana Grande,2021,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
21,34+35,Doja Cat,2021,,,,
21,34+35,Megan Thee Stallion,2021,,,,
22,What You Know Bout Love,Pop Smoke,2021,,,,
23,My Ex's Best Friend,Machine Gun Kelly,2021,hip hop,"['hip hop', 'pop rap', 'rap']",,
23,My Ex's Best Friend,Blackbear,2021,pop,['pop'],,
24,Industry Baby,Lil Nas X,2021,country rap,['country rap'],,
24,Industry Baby,Jack Harlow,2021,,,,
25,Therefore I Am,Billie Eilish,2021,electropop,"['electropop', 'pop']",,
26,Up,Cardi B,2021,pop,"['pop', 'rap']",,
27,Fancy Like,Walker Hayes,2021,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",,
28,Dakiti,Bad Bunny,2021,reggaeton,"['reggaeton', 'trap latino']",,
28,Dakiti,Jhay Cortez,2021,,,,
29,Best Friend,Saweetie,2021,,,63.0,Solo
29,Best Friend,Saweetie,2021,,,43.0,Solo
29,Best Friend,Doja Cat,2021,,,63.0,Solo
29,Best Friend,Doja Cat,2021,,,43.0,Solo
30,Rapstar,Polo G,2021,,,,
31,Heartbreak Anniversary,Giveon,2021,,,,
32,For the Night,Pop Smoke,2021,,,,
32,For the Night,Lil Baby,2021,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
32,For the Night,DaBaby,2021,,,,
33,Calling My Phone,Lil Tjay,2021,,,,
33,Calling My Phone,6lack,2021,alternative r&b,"['alternative r&b', 'atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']",,
34,Beautiful Mistakes,Maroon 5,2021,pop,['pop'],,
34,Beautiful Mistakes,Megan Thee Stallion,2021,,,,
35,Holy,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
35,Holy,Chance the Rapper,2021,chicago rap,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",,
36,On Me,Lil Baby,2021,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
37,You Broke Me First,Tate McRae,2021,,,,
38,Traitor,Olivia Rodrigo,2021,,,,
39,Back in Blood,Pooh Shiesty,2021,,,,
39,Back in Blood,Lil Durk,2021,chicago drill,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
40,I Hope,Gabby Barrett,2021,,,,
40,I Hope,Charlie Puth,2021,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",,
41,Dynamite,BTS,2021,k-pop,"['k-pop', 'k-pop boy group']",73.0,Solo
41,Dynamite,BTS,2021,k-pop,"['k-pop', 'k-pop boy group']",26.0,Solo
42,Wockesha,Moneybagg Yo,2021,rap,"['rap', 'southern hip hop', 'trap music']",,
43,You Right,Doja Cat,2021,,,,
43,You Right,the Weeknd,2021,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
44,Beat Box,SpotemGottem,2021,,,,
44,Beat Box,Pooh Shiesty,2021,,,,
44,Beat Box,DaBaby,2021,,,,
45,Laugh Now Cry Later,Drake,2021,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
45,Laugh Now Cry Later,Lil Durk,2021,chicago drill,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
46,Need to Know,Doja Cat,2021,,,,
47,Wants and Needs,Drake,2021,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
47,Wants and Needs,Lil Baby,2021,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
48,Way 2 Sexy,Drake,2021,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
48,Way 2 Sexy,Future,2021,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
48,Way 2 Sexy,Future,2021,-,[],,
48,Way 2 Sexy,Young Thug,2021,atl hip hop,"['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']",,
49,Telepatía,Kali Uchis,2021,colombian pop,"['colombian pop', 'pop']",,
50,Whoopty,CJ,2021,,,,
51,Lemonade,Internet Money,2021,,,47.0,Solo
51,Lemonade,Gunna,2021,atl hip hop,"['atl hip hop', 'rap', 'southern hip hop', 'trap music']",47.0,Solo
51,Lemonade,Don Toliver,2021,,,47.0,Solo
51,Lemonade,Nav,2021,canadian hip hop,"['canadian hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap music']",47.0,Solo
52,Good Days,SZA,2021,hip hop,"['hip hop', 'pop', 'pop rap', 'rap']",,
53,Starting Over,Chris Stapleton,2021,contemporary country,['contemporary country'],,
54,Body,Megan Thee Stallion,2021,,,,
55,Willow,Taylor Swift,2021,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
56,Bang!,AJR,2021,modern rock,"['modern rock', 'pop']",,
57,Better Together,Luke Combs,2021,contemporary country,"['contemporary country', 'country road']",,
58,You're Mines Still,Yung Bleu,2021,,,,
58,You're Mines Still,Drake,2021,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
59,Every Chance I Get,DJ Khaled,2021,hip hop,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
59,Every Chance I Get,Lil Baby,2021,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
59,Every Chance I Get,Lil Durk,2021,chicago drill,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
60,Essence,Wizkid,2021,afro dancehall,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",,
60,Essence,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
60,Essence,Tems,2021,,,,
61,Chasing After You,Ryan Hurd,2021,,,,
61,Chasing After You,Maren Morris,2021,contemporary country,['contemporary country'],,
62,The Good Ones,Gabby Barrett,2021,,,,
63,Leave Before You Love Me,Marshmello,2021,brostep,"['brostep', 'progressive electro house']",,
63,Leave Before You Love Me,Jonas Brothers,2021,boy band,"['boy band', 'dance pop', 'pop', 'post-teen pop']",,
64,Glad You Exist,Dan + Shay,2021,contemporary country,['contemporary country'],,
65,Lonely,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",59.0,Solo
65,Lonely,Benny Blanco,2021,dance pop,"['dance pop', 'edm', 'pop', 'tropical house']",59.0,Solo
66,Beggin',Måneskin,2021,,,61.0,Solo
66,Beggin',Måneskin,2021,,,30.0,Collaboration
67,Streets,Doja Cat,2021,,,,
68,What's Next,Drake,2021,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
69,Famous Friends,Chris Young,2021,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
69,Famous Friends,Kane Brown,2021,contemporary country,"['contemporary country', 'country road']",,
70,Lil Bit,Nelly,2021,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",,
70,Lil Bit,Florida Georgia Line,2021,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",,
71,Thot Shit,Megan Thee Stallion,2021,,,,
72,Late at Night,Roddy Ricch,2021,rap,"['rap', 'southern hip hop', 'trap music']",,
73,Kings & Queens,Ava Max,2021,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
74,Anyone,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
75,Track Star,Mooski,2021,,,,
76,Time Today,Moneybagg Yo,2021,rap,"['rap', 'southern hip hop', 'trap music']",,
77,Cry Baby,Megan Thee Stallion,2021,,,63.0,Solo
77,Cry Baby,DaBaby,2021,,,63.0,Solo
78,All I Want for Christmas Is You,Mariah Carey,2021,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",63.0,Solo
78,All I Want for Christmas Is You,Mariah Carey,2021,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",43.0,Solo
79,No More Parties,Coi Leray,2021,,,,
79,No More Parties,Lil Durk,2021,chicago drill,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
80,What's Your Country Song,Thomas Rhett,2021,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
81,One Too Many,Keith Urban,2021,australian country,"['australian country', 'contemporary country', 'country', 'country road']",,
81,One Too Many,Pink,2021,,,,
82,Arcade,Duncan Laurence,2021,dutch pop,['dutch pop'],,
83,Yonaguni,Bad Bunny,2021,reggaeton,"['reggaeton', 'trap latino']",,
84,Good Time,Niko Moon,2021,,,57.0,Solo
84,Good Time,Niko Moon,2021,,,16.0,Solo
85,If I Didn't Love You,Jason Aldean,2021,contemporary country,"['contemporary country', 'country', 'country road']",0.0,Solo
85,If I Didn't Love You,Carrie Underwood,2021,contemporary country,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",0.0,Solo
86,Knife Talk,Drake,2021,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
86,Knife Talk,21 Savage,2021,atl hip hop,"['atl hip hop', 'rap', 'trap music']",,
86,Knife Talk,Project Pat,2021,crunk,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
87,POV,Ariana Grande,2021,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
88,Just the Way,Parmalee,2021,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'modern uplift']",,
88,Just the Way,Blanco Brown,2021,,,,
89,Take My Breath,The Weeknd,2021,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
90,We're Good,Dua Lipa,2021,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
91,Hell of a View,Eric Church,2021,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
92,Rockin' Around the Christmas Tree,Brenda Lee,2021,adult standards,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'nashville sound', 'rockabilly', 'vocal jazz']",53.0,Solo
93,Put Your Records On,Ritt Momney,2021,,,75.0,Solo
94,Happier Than Ever,Billie Eilish,2021,electropop,"['electropop', 'pop']",,
95,Single Saturday Night,Cole Swindell,2021,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
96,Things a Man Oughta Know,Lainey Wilson,2021,,,,
97,Throat Baby (Go Baby),BRS Kash,2021,,,,
98,Tombstone,Rod Wave,2021,,,,
99,Drinkin' Beer. Talkin' God. Amen.,Chase Rice,2021,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",,
99,Drinkin' Beer. Talkin' God. Amen.,Florida Georgia Line,2021,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",,
100,Todo de Ti,Rauw Alejandro,2021,,,,
1,Heat Waves,Glass Animals,2022,gauze pop,"['gauze pop', 'indietronica', 'modern rock', 'shiver pop']",,
2,As It Was,Harry Styles,2022,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
3,Stay,The Kid Laroi,2022,,,77.0,Solo
3,Stay,The Kid Laroi,2022,,,44.0,Solo
3,Stay,The Kid Laroi,2022,,,54.0,Solo
3,Stay,The Kid Laroi,2022,,,33.0,Solo
3,Stay,The Kid Laroi,2022,,,38.0,Collaboration
3,Stay,The Kid Laroi,2022,,,37.0,Solo
3,Stay,The Kid Laroi,2022,,,30.0,Collaboration
3,Stay,The Kid Laroi,2022,,,30.0,Solo
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",77.0,Solo
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",44.0,Solo
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",54.0,Solo
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",33.0,Solo
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",38.0,Collaboration
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",37.0,Solo
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",30.0,Collaboration
3,Stay,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",30.0,Solo
4,Easy on Me,Adele,2022,british soul,"['british soul', 'pop', 'uk pop']",,
5,Shivers,Ed Sheeran,2022,pop,"['pop', 'uk pop']",,
6,First Class,Jack Harlow,2022,,,,
7,Big Energy,Latto,2022,,,,
8,Ghost,Justin Bieber,2022,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",64.0,Solo
9,Super Gremlin,Kodak Black,2022,florida rap,"['florida rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
10,Cold Heart (Pnau remix),Elton John,2022,glam rock,"['glam rock', 'mellow gold', 'piano rock', 'rock']",,
10,Cold Heart (Pnau remix),Dua Lipa,2022,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
11,Wait for U,Future,2022,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
11,Wait for U,Future,2022,-,[],,
11,Wait for U,Drake,2022,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
11,Wait for U,Tems,2022,,,,
12,About Damn Time,Lizzo,2022,,,,
13,Bad Habits,Ed Sheeran,2022,pop,"['pop', 'uk pop']",,
14,Thats What I Want,Lil Nas X,2022,country rap,['country rap'],,
15,Enemy,Imagine Dragons,2022,modern rock,"['modern rock', 'rock']",,
15,Enemy,JID,2022,,,,
16,Industry Baby,Lil Nas X,2022,country rap,['country rap'],,
16,Industry Baby,Jack Harlow,2022,,,,
17,ABCDEFU,Gayle,2022,,,,
18,Need to Know,Doja Cat,2022,,,,
19,Wasted on You,Morgan Wallen,2022,contemporary country,"['contemporary country', 'country road', 'deep talent show']",,
20,Me Porto Bonito,Bad Bunny,2022,reggaeton,"['reggaeton', 'trap latino']",,
20,Me Porto Bonito,Chencho Corleone,2022,,,,
21,Woman,Doja Cat,2022,,,27.0,Solo
21,Woman,Doja Cat,2022,,,69.0,Solo
21,Woman,Doja Cat,2022,,,28.0,Solo
21,Woman,Doja Cat,2022,,,1.0,Solo
22,Tití Me Preguntó,Bad Bunny,2022,reggaeton,"['reggaeton', 'trap latino']",,
23,Running Up That Hill (A Deal with God),Kate Bush,2022,art pop,"['art pop', 'art rock', 'baroque pop', 'dance rock', 'lilith', 'new wave', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",62.0,Solo
24,We Don't Talk About Bruno,Carolina Gaitán,2022,,,,
24,We Don't Talk About Bruno,Adassa,2022,,,,
24,We Don't Talk About Bruno,Rhenzy Feliz,2022,,,,
24,We Don't Talk About Bruno,Diane Guerrero,2022,,,,
24,We Don't Talk About Bruno,Stephanie Beatriz,2022,,,,
24,We Don't Talk About Bruno,Encanto,2022,,,,
25,Late Night Talking,Harry Styles,2022,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
26,I Like You (A Happier Song),Post Malone,2022,dfw rap,"['dfw rap', 'pop', 'rap']",,
26,I Like You (A Happier Song),Doja Cat,2022,,,,
27,You Proof,Morgan Wallen,2022,contemporary country,"['contemporary country', 'country road', 'deep talent show']",,
28,Bad Habit,Steve Lacy,2022,,,,
29,Sunroof,Nicky Youre,2022,,,,
30,One Right Now,Post Malone,2022,dfw rap,"['dfw rap', 'pop', 'rap']",,
30,One Right Now,the Weeknd,2022,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
31,Good 4 U,Olivia Rodrigo,2022,,,,
32,Numb Little Bug,Em Beihold,2022,,,,
33,Jimmy Cooks,Drake,2022,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
33,Jimmy Cooks,21 Savage,2022,atl hip hop,"['atl hip hop', 'rap', 'trap music']",,
34,'Til You Can't,Cody Johnson,2022,contemporary country,"['contemporary country', 'country road', 'modern country rock', 'outlaw country', 'red dirt', 'texas country']",,
35,Fancy Like,Walker Hayes,2022,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",,
36,The Kind of Love We Make,Luke Combs,2022,contemporary country,"['contemporary country', 'country road']",,
37,I Ain't Worried,OneRepublic,2022,dance pop,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']",,
38,Break My Soul,Beyoncé,2022,dance pop,"['dance pop', 'pop', 'r&b']",,
39,Something in the Orange,Zach Bryan,2022,,,,
40,Save Your Tears,The Weeknd,2022,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
40,Save Your Tears,Ariana Grande,2022,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
41,Smokin out the Window,Silk Sonic,2022,,,,
41,Smokin out the Window,Bruno Mars,2022,pop,"['pop', 'post-teen pop']",,
41,Smokin out the Window,Anderson .Paak,2022,escape room,['escape room'],,
42,Levitating,Dua Lipa,2022,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
43,In a Minute,Lil Baby,2022,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
44,Moscow Mule,Bad Bunny,2022,reggaeton,"['reggaeton', 'trap latino']",,
45,You Right,Doja Cat,2022,,,,
45,You Right,the Weeknd,2022,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
46,She Had Me at Heads Carolina,Cole Swindell,2022,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
47,Vegas,Doja Cat,2022,,,,
48,Pushin P,Gunna,2022,atl hip hop,"['atl hip hop', 'rap', 'southern hip hop', 'trap music']",,
48,Pushin P,Future,2022,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
48,Pushin P,Future,2022,-,[],,
48,Pushin P,Young Thug,2022,atl hip hop,"['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']",,
49,Buy Dirt,Jordan Davis,2022,contemporary country,['contemporary country'],,
49,Buy Dirt,Luke Bryan,2022,contemporary country,"['contemporary country', 'country', 'country road']",,
50,I Hate U,SZA,2022,hip hop,"['hip hop', 'pop', 'pop rap', 'rap']",1.0,Solo
51,Boyfriend,Dove Cameron,2022,post-teen pop,['post-teen pop'],68.0,Solo
51,Boyfriend,Dove Cameron,2022,post-teen pop,['post-teen pop'],46.0,Collaboration
51,Boyfriend,Dove Cameron,2022,post-teen pop,['post-teen pop'],42.0,Solo
52,Glimpse of Us,Joji,2022,alternative r&b,"['alternative r&b', 'viral pop']",,
53,Surface Pressure,Jessica Darrow,2022,,,,
54,Fall in Love,Bailey Zimmerman,2022,,,,
55,Love Nwantiti (Ah Ah Ah),CKay,2022,,,,
56,Super Freaky Girl,Nicki Minaj,2022,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",,
57,Hrs and Hrs,Muni Long,2022,,,,
58,Sand in My Boots,Morgan Wallen,2022,contemporary country,"['contemporary country', 'country road', 'deep talent show']",,
59,Mamiii,Becky G,2022,latin viral pop,"['latin viral pop', 'pop', 'rap latina', 'reggaeton']",,
